index,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11,NMF_12
PSMB6,0.11029463,0.052178454,0.18487872,0.16327105,0.28321016,0.12912013,0.25480956,0.35497147,0.35123298,0.34408745,0.298043,0.20954661,0.0026405025
GP1BA,0.010744306,0.0,0.013748366,0.0,0.0,0.0,0.0,0.0,0.007849918,0.01905639,0.0,0.0,1.0731349
SLC25A11,0.17877439,0.05545623,0.18658705,0.04436641,0.18889314,0.036096916,0.1777391,0.31853616,0.296451,0.30476737,0.24837147,0.0,0.0
ZNF232,0.0,0.035404265,0.26604894,0.0,0.37896794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF594,0.0,0.0036237936,0.021349827,0.106436595,0.0,0.03471548,0.0,0.0,0.0,0.0,0.009275201,0.0,0.0029221352
TXNDC17,0.315093,0.14294541,0.042597,0.05436677,0.0,0.10183673,0.25684014,0.20122524,0.12674887,0.07051148,0.43036476,0.053844534,0.0
ALOX12,0.0,0.0,0.017449653,0.0,0.0,0.0,0.0,0.0,0.012942087,0.036614332,0.0,0.0,0.67431605
CLEC10A,0.0,1.7875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100895,0.0,0.0
ASGR1,0.0,0.03466209,0.0,0.0,0.0,0.0,0.0,0.009962335,0.0,0.0,1.3219624,0.0,0.0037219776
ACADVL,0.0428925,0.16318102,0.23272972,0.10208749,0.23031099,0.0,0.18493064,0.3466358,0.2338055,0.19699965,0.16100094,0.05023012,0.20594119
ELP5,0.0,0.043382425,0.34333837,0.09150086,0.0,0.0,0.100655116,0.22195633,0.24005584,0.08031019,0.17050274,0.14726928,0.0
ACAP1,0.0,0.019553134,0.6993178,0.19677018,0.27196097,0.24001917,0.0,0.16130695,0.67191595,0.42691565,0.0,0.0,0.0
TMEM102,0.2209791,0.0,0.12488263,0.0,0.20260613,0.09380647,0.046245117,0.1052485,0.0,0.012872007,0.10339547,0.0,0.0
TNFSF12,0.18185398,0.0005044108,0.25198722,0.0,0.2743032,0.0,0.012145603,0.07898893,0.031477526,0.3243172,0.24188584,0.0,0.0
AC113189.5,0.0,0.0,0.15312769,0.26623428,0.16830607,0.0,0.0,0.0,0.007792747,0.19620731,0.0359531,0.0,0.05224148
SAT2,0.0,0.21467058,0.18741447,0.15403692,0.006974936,0.12559018,0.01009178,0.1305782,0.0,0.20613864,0.74288607,0.3043648,0.0
C17orf59,0.04078932,0.08819718,0.0,0.14903767,0.0,0.0,0.023803983,0.23435333,0.06635494,0.16851106,0.05208369,0.438767,0.16416618
ADPRM,0.0,0.0,0.10446152,0.13367172,0.07170297,0.16202495,0.0419217,0.043907665,0.60515475,0.0,0.00801471,0.0,1.5436548e-05
UBB,0.011762131,0.013216862,0.20555232,0.359456,0.12034755,0.16399199,0.07224331,0.7202547,0.31346288,0.3845753,0.12980054,0.17454092,0.14100422
TRPV2,0.12381402,0.108106345,0.085863106,0.04331022,0.118489064,0.051299527,0.16039075,0.4229339,0.47433272,0.0,0.0,0.0,0.0056328382
PLD6,0.0,0.0,0.10539699,0.25347006,0.0,0.09914923,0.0,0.0,0.15946966,0.0,0.0,0.032098155,0.0020981154
NT5M,0.0,0.021605868,0.0,0.0,0.0,0.097812295,0.0,0.023100203,0.0,0.0,0.018425366,0.0,0.2640946
MED9,0.3208273,0.042133633,0.0,0.14538392,0.0,0.0,0.0,0.09103437,0.058774076,0.0,0.0,0.0056847148,0.0
RASD1,0.0,0.16546308,0.10039812,0.0,0.0016746032,0.18973354,0.041465044,0.0,0.015660562,0.0,0.0,0.0062855897,0.0
PEMT,0.0,0.001102922,0.07468917,0.0,0.04017112,0.13629629,0.096924,0.040159963,0.12605534,0.18241751,0.013219181,0.17059682,0.0
SREBF1,0.030767987,0.015958121,0.18372811,0.040249154,0.0,0.09248981,0.09235112,0.0,0.0,0.090473376,0.08879142,0.0,0.0020751993
TRIM16L,0.0117732,0.0069669904,0.017245831,0.09618886,0.0,0.0,0.02255269,0.0,0.03601055,0.041191563,0.0077585494,0.06184569,0.13694178
GRAP,0.021112043,0.0060212896,0.26684657,0.056290258,0.63946575,0.21409509,0.0,0.0,0.123346016,0.0,0.0,0.0,0.0
IFT20,0.08253708,0.12677975,0.05831612,0.18965988,0.24971001,0.26699758,0.1256251,0.3268178,0.36596712,0.0,0.29204464,0.0,0.0
POLDIP2,0.12593055,0.18774734,0.20636006,0.080442235,0.21777125,0.16906968,0.113605395,0.1327908,0.1961902,0.28107366,0.053145267,0.03347271,0.003494689
TMEM199,0.36341497,0.0,0.0,0.0,0.017544588,0.12663408,0.09329557,0.12436915,0.04734875,0.051798735,0.16153434,0.35604224,0.084416546
PROCA1,0.0,0.0,0.0,0.05662366,0.069475845,0.14310187,0.0,0.011935363,0.008761988,0.030864341,0.118000135,0.038965434,0.0
RAB34,0.0,0.18084309,0.0,0.0,0.012295035,0.040891457,0.061676744,0.0,0.0,0.017935196,0.5691832,0.23031342,0.0
NEK8,0.0,0.0,0.014547553,0.39364532,0.0,0.15702975,0.01023138,0.008480895,0.026349403,0.017519927,0.04555336,0.0,0.0
PHF12,0.11644553,0.08927804,0.41275397,0.023964241,0.091709346,0.0,0.0,0.07786333,0.0,0.077085055,0.051258378,0.08540693,0.0
ADAP2,0.0637417,0.14768079,0.0,0.047146134,0.0,0.0,0.6926302,0.0,0.0,0.0,0.24717508,0.0,0.02999515
NF1,0.0,0.12769933,0.0044727805,0.0,0.08943906,0.024598561,0.0,0.21907859,0.30252665,0.0,0.12378413,0.0,0.005725268
UTP6,0.3990502,0.15009812,0.04441253,0.2740789,0.12639204,0.050896164,0.07372389,0.039809227,0.055022873,0.0,0.062780544,0.1853511,0.0
CCL2,0.036172073,0.0,0.0,0.0,0.0,0.010095852,0.0,0.0,0.0,0.0,0.17648357,0.0,0.0
SLFN5,0.3148649,0.0,0.43837267,0.0,0.0,0.38848826,0.06198688,0.069385275,0.0,0.104980834,0.0,0.28480482,0.0
SLFN12,0.0,0.09433018,0.0,0.0,0.0,0.0,0.13001022,0.085795075,0.07855128,0.0,0.1429568,0.0,0.0
CCL5,0.0,0.03239806,0.011728637,0.0,0.0,0.12839064,0.0,0.93608755,0.0,1.9432389,0.0,0.0030637733,0.39362952
CCL3,0.076695584,0.13100407,0.0,0.0018884926,0.0,0.0,0.0,0.96596444,0.0,0.07674681,0.9502625,0.0,0.0
CCL4,0.020902889,0.0049739834,0.0,0.0,0.009306536,0.0,0.008529944,2.0796947,0.0,0.5268974,0.0959783,0.00917863,0.0
CCL4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.022869414,0.6903967,0.0,0.009569228,0.07887307,0.1002593,0.0
GGNBP2,0.12803121,0.062427897,0.44534904,0.20615119,0.08792883,0.44866398,0.09299995,0.17669794,0.17478801,0.16062434,0.06516873,0.19609563,0.0011064599
MRM1,0.08375904,0.0,0.013102585,0.027311683,0.0,0.3327327,0.0,0.0,0.0,0.0700643,0.0,0.04277096,0.0
AATF,0.1424072,0.101840876,0.0,0.20796682,0.21869348,0.14616868,0.15284559,0.3775966,0.26004645,0.07193143,0.031892575,0.3930024,0.0
TADA2A,0.0,0.028094422,0.0,0.0,0.123587444,0.14394194,0.0,0.0,0.012568776,0.0,0.016605832,0.39092773,0.0
MLLT6,0.015508541,0.0,0.07963977,0.04437297,0.0,0.60024524,0.011183717,0.1503561,0.19071437,0.30871373,0.02237821,0.07165373,0.0
RARA,0.0831184,0.07665387,0.0,0.030748965,0.024032427,0.0,0.2863598,0.0,0.094095156,0.0,0.30598745,0.17689736,0.0
CTD-2267D19.2,0.024006255,0.0,0.03718933,0.046107136,0.0,0.0,0.30991966,0.071105085,0.0,0.0,0.23258165,0.0,0.03978573
RP5-1028K7.2,0.0,0.0,0.0,0.26828924,0.0,0.5683756,0.0,0.08148816,0.0,0.24053949,0.0,0.0004957177,0.0
DNAJC7,0.16156565,0.06945967,0.26241305,0.13323061,0.38681132,0.048250377,0.23542821,0.10647376,0.16493168,0.27633125,0.27962837,0.11954185,0.002437535
NKIRAS2,0.20289133,0.21970542,0.0,0.14116535,0.038227614,0.0,0.19137605,0.15215226,0.08389331,0.017188342,0.24977806,0.0,0.0
RP11-400F19.6,0.062827505,0.013555606,0.0351638,0.08994205,0.0,0.104599744,0.0,0.101365454,0.04060391,0.0,0.0,0.24014407,0.0
MLX,0.022846542,0.10374565,0.08101326,0.060937226,0.0,0.13886064,0.44265836,0.14590225,0.2370139,0.20532347,0.17645688,0.32661697,0.0
TUBG2,0.0,0.0,0.034691934,0.0,0.0,0.072889835,0.0,0.0,0.0,0.11499968,0.02759551,0.0,0.0
VPS25,0.0,0.19998701,0.0,0.057377275,0.13176715,0.0,0.3377523,0.36024463,0.31449708,0.013560859,0.12800711,0.19893529,0.0
RUNDC1,0.05423254,0.076722935,0.06852962,0.048996586,0.1936652,0.4619554,0.065564945,0.0028716994,0.0,0.011900989,0.0,0.043605797,0.0
IFI35,0.6205599,0.0,0.14299057,0.13739938,0.13618317,0.059002962,0.3264082,0.31046158,0.0,0.09438907,0.38316667,0.0,0.0
NBR1,0.0,0.05252048,0.16043136,0.13327035,0.13452028,0.52428025,0.16887191,0.032273628,0.0,0.12215411,0.031695724,0.1894834,0.06945413
DHX8,0.0,0.034890614,0.07090697,0.10811663,0.0,0.057720345,0.0835779,0.0,0.03544212,0.0,0.0,0.4585349,0.0
RP11-527L4.5,0.033412363,0.0,0.061799526,0.0,0.0,0.0,0.0,0.0,0.045813907,0.0,0.0,0.03624605,5.0344905e-05
HDAC5,0.12324045,0.0,0.05243191,0.019604344,0.27856982,0.13286191,0.3519452,0.0,0.0,0.050290227,0.0,0.332595,0.11828981
GRN,0.11641066,0.2635504,0.0,0.09695318,0.047480244,0.021710824,0.12230416,0.0,0.0,0.0,1.4024818,0.08705901,0.021995135
ITGA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4782245
HEXIM2,0.104237795,0.0,0.100173965,0.0,0.0,0.0,0.021277305,0.03850126,0.0,0.08369463,0.13428338,0.0,0.40944004
RP11-798G7.6,0.0,0.0,0.016648175,0.042176284,0.027831871,0.0,0.0,0.0,0.05085156,0.060731042,0.0,0.0053164153,0.0016432983
GOSR2,0.044066735,0.0,0.0,0.07177499,0.026418507,0.33458573,0.13857464,0.18941164,0.07929231,0.2487987,0.13411233,0.060078,0.0
ITGB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7039332
OSBPL7,0.0,0.02743008,0.0,0.0,0.0,0.19025809,0.015435774,0.056172743,0.17828932,0.020903345,0.0,0.14097705,0.0
ABI3,0.055421323,0.1477287,0.027502771,0.0,0.003422773,0.0,1.1058347,0.9530296,0.04387003,0.24692191,0.06668675,0.02011769,0.0
PDK2,0.0,0.049551845,0.0,0.026656399,0.22511065,0.20524484,0.1955487,0.10642903,0.14277413,0.0,0.0030002135,0.21599327,0.0964474
SAMD14,0.0,0.010403522,0.0,0.0,0.0,0.0070713037,0.0,0.0,0.036566053,0.0,0.0,0.0,0.23550639
LRRC59,0.07455964,0.072753094,0.093239196,0.15241988,0.20572282,0.0,0.3208877,0.23836231,0.31638613,0.0,0.1122004,0.0,0.0
ABCC3,0.0,0.0,0.0,0.0,0.014466146,0.0,0.23747621,0.0,0.0,0.0,0.027944142,0.020129101,0.605173
LUC7L3,0.15689279,0.16237457,0.22588292,0.37241322,0.2072818,0.05283261,0.114992365,0.3015944,0.32430398,0.124083206,0.055350877,0.25859848,0.0002955676
MMD,0.078006275,0.000732184,0.12911366,0.04510165,0.050750855,0.08111175,0.0,0.0,0.0,0.0,0.0,0.0,1.3138276
NOG,0.0,0.068514064,0.58150053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCPEP1,0.0017364747,0.0,0.0,0.6538663,0.0,0.0,0.40412024,0.027283378,0.0,0.06017077,0.6136881,0.29146123,0.042370904
MRPS23,0.07624646,0.05197306,0.26258737,0.021653915,0.24198568,0.32650557,0.18131827,0.14602293,0.024774436,0.1608485,0.15118477,0.32565325,0.0
BZRAP1-AS1,0.0,0.007051632,0.06655115,0.0,0.016259668,0.5234147,0.0,0.12468666,0.018378178,0.23372266,0.0,0.26171845,0.1400048
SEPT4,0.0,0.021021262,0.0,0.0,0.0,0.0,0.0,0.0,0.009091111,0.0,0.048633043,0.0,0.26927266
YPEL2,0.0205989,0.100987166,0.05110356,0.14265032,0.0,0.19417964,0.33039945,0.0,0.09017444,0.0,0.011908752,0.0,0.0
INTS2,0.03806753,0.007140435,0.0,0.0014771516,0.022694713,0.0,0.015465275,0.0,0.0,0.039699357,0.055222377,0.12637718,0.0
CYB561,0.37749854,0.0,0.0,0.0,0.0,0.0,0.06596089,0.0,0.18407941,0.3161909,0.0,0.0,0.0
LIMD2,0.09256564,0.0,0.42349678,0.5750172,0.32203057,0.19494906,0.15414327,0.34386113,0.34600893,0.18204094,0.109455794,0.07062476,0.0
PSMC5,0.016136812,0.061760977,0.32109815,0.13860638,0.13009728,0.3746757,0.105479136,0.12831874,0.47023103,0.28779742,0.1821143,0.35321283,0.042471625
CD79B,0.014090396,0.0,0.0,1.9119308,0.92051935,0.0,0.38622406,0.11003022,0.0,0.0,0.0,0.16117463,0.0
ICAM2,0.053441975,0.016484039,0.34140804,0.1443954,0.018186178,0.08712912,0.41635486,0.36418265,0.51653546,0.22643241,0.017826665,0.1886705,0.16933385
TEX2,0.0,0.0,0.006956629,0.0,0.062369034,0.0,0.0,0.0,0.034377962,0.0,0.0821067,0.0,0.0012777987
NOL11,0.09200635,0.049338922,0.004883522,0.15600693,0.12525488,0.6625016,0.013250372,0.08779159,0.28859693,0.045036163,0.0,0.0,0.0
ARSG,0.13904582,0.0,0.31333098,0.0,0.02964506,0.0,0.11947515,0.2570361,0.0,0.0,0.045055535,0.0,0.001944804
CTD-2006K23.1,0.0,0.10139367,0.0,0.0,0.0,0.0,1.3774933,0.0,0.0,0.0,0.0,0.0,0.009655759
NAT9,0.0,0.20225695,0.27994618,0.07724057,0.07887708,0.2796179,0.30451772,0.0,0.0,0.07397966,0.21730249,0.0,0.0
TMEM104,0.0,0.0,0.0,0.0,0.0,0.024666186,0.021371918,0.11032212,0.0,0.0,0.10845404,0.31662023,0.16964254
ATP5H,0.14407682,0.0,0.38927713,0.11995628,0.0,0.30365694,0.15634379,0.013941851,0.50569344,0.20471936,0.40883058,0.15466799,0.01483825
SLC16A5,0.030399827,0.0,0.0064757634,0.0,0.0,0.0,0.03536568,0.0,0.026625415,0.00056240684,0.12586786,0.021239635,0.0
ARMC7,0.0,0.0,0.051282685,0.060843375,0.20009112,0.0,0.026901834,0.2614652,0.0,0.0734624,0.032071475,0.41751847,0.029630508
NT5C,0.057998937,0.11848396,0.024408596,0.37147865,0.49075258,0.6658992,0.18860334,0.23602557,0.0,0.14554112,0.08048203,0.11924707,0.01633331
GGA3,0.0,0.0,0.02772495,0.0,0.0819975,0.0,0.040937107,0.05439291,0.0,0.0,0.16683236,0.34192264,0.16190597
GRB2,0.15280141,0.09830996,0.17190488,0.30174872,0.14605226,0.06648325,0.24444006,0.14342386,0.1854228,0.04445059,0.47871372,0.17098573,0.08444134
SMIM5,0.0,0.07472215,0.0,0.0,0.07767121,0.0,0.0,0.006418768,0.0,0.0,0.0,0.0,0.4120438
GALK1,0.17552477,0.16392444,0.00393658,0.0,0.010909455,0.13355248,0.21518852,0.0,0.021339312,0.25659946,0.35424322,0.0,0.0
SPHK1,0.048423756,0.0,0.0,0.0,0.0,0.0,0.03655504,0.0,0.0,0.0,0.19982809,0.0,0.4843275
USP36,0.0,0.11232916,0.1661532,0.0,0.0,0.7202559,0.10137788,0.0,0.08843191,0.0,0.045542933,0.0,0.0041411407
RNF213,0.40447733,0.0,0.29126912,0.11773157,0.11157087,0.12616044,0.2985827,0.40793,0.24337941,0.107456066,0.22628032,0.04988156,0.074732825
RP11-1055B8.7,0.0,0.04730702,0.0,0.004777913,0.0,0.0,0.012867585,0.0,0.0,0.0,0.057227455,0.0,0.0
OXLD1,0.028396964,0.0,0.4072449,0.11238152,0.156962,0.0087974975,0.26553583,0.16945651,0.09564237,0.104007244,0.11316654,0.24946189,0.0
ARL16,0.0925676,0.0,0.47442418,0.07522657,0.17313665,0.0,0.035477296,0.15712216,0.032424927,0.24541534,0.06493012,0.028832398,0.0
ARHGDIA,0.04029246,0.033125594,0.23990168,0.26259267,0.07455469,0.07679097,0.30014005,0.32500324,0.60700166,0.3185818,0.28834715,0.043158893,0.030394932
STRA13,0.0,0.140927,0.25640997,0.20521192,0.0131762065,0.051590126,0.15009694,0.2033279,0.27388874,0.2838093,0.18527666,0.07221411,0.08880075
RFNG,0.0,0.0,0.09785568,0.0,0.025609203,0.10944941,0.018392824,0.06496846,0.21361564,0.0,0.07419787,0.07251049,0.0
GPS1,0.0,0.102550186,0.052187942,0.020010935,0.047785703,0.0,0.2061062,0.06909028,0.18156873,0.17117731,0.13809478,0.3825116,0.007923077
C17orf62,0.16611485,0.18810874,0.16153988,0.2661317,0.061993692,0.22621262,0.17981632,0.3893821,0.33714917,0.003996693,0.18151824,0.07176212,0.0059780735
FN3KRP,0.13077015,0.101673834,0.27222386,0.06911637,0.15056671,0.0,0.0471783,0.25410846,0.28657657,0.10077589,0.0,0.0,0.07768571
YES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32167166,0.028413523,0.0,0.0,0.0,0.0
SMCHD1,0.20794897,0.03808151,0.32534522,0.1971336,0.4517456,0.057045575,0.123403326,0.13036829,0.13064887,0.3336408,0.057682384,0.0,0.0
RP13-270P17.3,0.0,0.10649483,0.33654436,0.0,0.0,0.0,0.0,0.0,0.0,0.08097738,0.08140832,0.0,0.0
RALBP1,0.051675927,0.014028856,0.11883022,0.12617119,0.0,0.4244024,0.25535354,0.17147046,0.0,0.047610093,0.16080701,0.14073169,0.006208631
VAPA,0.08023398,0.0,0.3417792,0.22059941,0.3000233,0.19959678,0.21461552,0.26133242,0.44975314,0.18397583,0.20701632,0.13222359,0.25056514
PSMG2,0.16076976,0.063484155,0.30277452,0.0,0.122352004,0.0,0.11064848,0.0945328,0.3926351,0.10644285,0.22127974,0.48168457,0.0123748975
OSBPL1A,0.0,0.21603815,0.054627515,0.0,0.0598782,0.014436788,0.05291793,0.0,0.0,0.0,0.0,0.0,0.015610444
RNF125,0.0,0.010894587,0.36138374,0.0,0.0,0.26434362,0.06821195,0.35796753,0.034435775,0.32041597,0.03869257,0.09485524,0.0
ZNF397,0.0,0.026064534,0.31613895,0.19208303,0.18467799,0.0,0.18094446,0.061628833,0.0,0.014737396,0.0,0.0,0.0
INO80C,0.12743525,0.11736995,0.0,0.09278428,0.04127072,0.0,0.22632672,0.13778174,0.18290669,0.12466394,0.085424565,0.19163613,0.0
ATP5A1,0.22193603,0.06358724,0.37661505,0.21898353,0.18060945,0.19227883,0.10387756,0.23586994,0.4287756,0.26745552,0.2273745,0.21896893,0.002740646
CXXC1,0.0966396,0.07227039,0.017982751,0.16456759,0.33137378,0.1422058,0.041222107,0.100213066,0.19864185,0.22143003,0.07571463,0.16641153,0.0
NARS,0.023769394,0.05170449,0.5590231,0.071398035,0.09857144,0.02894435,0.14754866,0.18927428,0.26070213,0.16620935,0.078164004,0.0,0.0
MALT1,0.0,0.090657376,0.0842432,0.12466817,0.0134742595,0.05077956,0.043687657,0.0064768973,0.5231269,0.14441694,0.048016313,0.030715872,0.00081322016
RP11-879F14.2,0.0,0.0,0.0,0.0,0.03198041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686478
TMX3,0.0,0.0693715,0.2107714,0.0,0.18163978,0.0,0.015375328,0.19121906,0.0,0.10282896,0.026039442,0.3172446,0.0
NFATC1,0.49815583,0.0,0.012416918,0.29023007,0.16997184,0.02878551,0.048695445,0.00985343,0.12106957,0.0,0.0,0.0,0.021280441
RBCK1,0.27129078,0.0471985,0.1749137,0.20704584,0.11852201,0.27667582,0.20796886,0.2789278,0.27290222,0.14056231,0.22661045,0.14245269,0.09361231
RP11-314N13.3,0.00817148,0.0,0.08621172,0.0,0.012565093,0.0,0.0,0.0,0.0,0.0,0.0,0.021665113,0.0
SIRPG,0.0,0.0,0.5092239,0.0,0.0,0.011556915,0.0,0.0,0.46725744,0.32705957,0.0,0.0,0.0
SNRPB,0.20162308,0.03194954,0.20735253,0.30533084,0.2768591,0.2428495,0.21220355,0.29685917,0.32674754,0.5402772,0.123499125,0.1647145,0.004312739
ITPA,0.0,0.09499894,0.22551298,0.09330197,0.44232556,0.18379946,0.34179848,0.22686887,0.16895914,0.05294521,0.16326308,0.20344248,0.00060058804
C20orf27,0.0,0.09190407,0.14343742,0.0076822117,0.0959475,0.0,0.6098945,0.0,0.03334507,0.061327267,0.59569484,0.21963464,0.0007650966
PRNP,0.1314363,0.07318917,0.0,0.0,0.03387634,0.38534576,0.06378434,0.12247717,0.6133779,0.2595081,0.0137103265,0.13490063,0.0
PCNA,0.0,0.019161362,0.24751614,0.0,0.13449611,0.0,0.11522862,0.28995422,0.0,0.18199833,0.0,0.5674645,0.009167728
CRLS1,0.0,0.10825991,0.08467415,0.0,0.104695745,0.020418778,0.13111025,0.1739042,0.2689965,0.24731839,0.13467973,0.20015036,0.12304811
ANKEF1,0.0,0.0,0.0,0.024207516,0.0,0.050327,0.0,0.0,0.18895835,0.0,0.0,0.003154832,0.0
MKKS,0.5395633,0.1020579,0.24261853,0.034994368,0.17025337,0.100084834,0.0,0.062855765,0.19135411,0.038370866,0.1823744,0.024322359,0.03666534
TASP1,0.0,0.0,0.11819364,0.23940456,0.0,0.0,0.0,0.0,0.029806485,0.0,0.0,0.5594138,0.0
SNX5,0.050124243,0.08050958,0.10951621,0.21788138,0.15402885,0.038136594,0.49658826,0.19570287,0.13427499,0.30576763,0.040664524,0.1870443,0.0
RIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0048514837,0.012239024,0.0,0.011447944,0.0890089,0.039110143,0.0
NAA20,0.016319297,0.12506141,0.31769744,0.13244182,0.27326486,0.0,0.25294924,0.2804252,0.2898834,0.25321934,0.1251606,0.08839013,0.0
CD93,0.0,0.12888645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54649585,0.05370743,0.0
CST3,0.0,0.23834431,0.0,0.01489125,0.0,0.0,0.6495894,0.035609595,0.0,0.0,1.4547163,0.0,0.14360231
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9326856,0.0,1.4422568,0.0,0.0,0.0
ABHD12,0.2746099,0.027069718,0.04832517,0.0,0.15246156,0.16706644,0.094009824,0.13016067,0.0,0.13359573,0.0,0.13708296,0.0
PLAGL2,0.0,0.11013535,0.0,0.0,0.0,0.0,0.6381576,0.13346799,0.029813608,0.008062168,0.064763315,0.0,0.13371281
SNTA1,0.0,0.07086921,0.0038730404,0.011536871,0.025659388,0.0,0.0,0.0,0.053665463,0.06628318,0.0,0.0,0.0
NECAB3,0.0,0.026725732,0.17317598,0.0,0.0,0.0,0.24780938,0.0,0.0,0.13747871,0.0,0.0,0.055961918
PXMP4,0.0,0.010682076,0.0,0.03826851,0.04215363,0.0,0.026363453,0.0860993,0.23560114,0.18280947,0.10758048,0.0,0.0
RALY,0.29230544,0.05038903,0.2204174,0.08874694,0.20477414,0.0,0.20398329,0.4718274,0.38285148,0.23324852,0.17352542,0.13302845,4.271506e-05
PIGU,0.0,0.0,0.017228872,0.0,0.2151446,0.45072463,0.09779515,0.059102975,0.08838006,0.0,0.0,0.17424221,0.0
UQCC1,0.09199153,0.04628063,0.06287303,0.0,0.12714007,0.0,0.11252618,0.08878826,0.33154678,0.0,0.03287028,0.0,0.015685115
RBM39,0.119232446,0.0953283,0.3054675,0.3913528,0.0,0.39593303,0.13230975,0.3590508,0.44950294,0.23030809,0.1309764,0.20482944,0.0
AAR2,0.0,0.0018694939,0.21910843,0.0,0.5330074,0.012127707,0.09337147,0.15568069,0.06810838,0.0,0.03423403,0.068280816,0.0
MYL9,0.0,0.013274046,0.0,0.0,0.09375323,0.022832599,0.0,0.09014375,0.0,0.0,0.0028412384,0.0,1.1680847
RPN2,0.05620989,0.144592,0.26051566,0.21130463,0.16719894,0.22908708,0.08206086,0.31942648,0.54197454,0.32156506,0.15429404,0.039650515,0.032957774
BLCAP,0.0,0.1506834,0.15926985,0.35034627,0.17565475,0.082397364,0.124295965,0.09316325,0.2686284,0.08898548,0.14164178,0.08717716,0.0
CTNNBL1,0.1012815,0.07309418,0.13166408,0.17353746,0.08989456,0.2499581,0.31705108,0.16807137,0.17663075,0.2501202,0.14412378,0.011557062,0.06591855
MAFB,0.0,0.039897468,0.0,0.0,0.0,0.0,0.9482649,0.0,0.0,0.0,0.7675537,0.0,0.0019417033
SRSF6,0.3243172,0.09470339,0.0,0.10514746,0.0,0.0,0.07387359,0.0,0.19599503,0.10543994,0.056195877,0.40861446,0.10454314
TTPAL,0.0,0.0,0.0,0.10755326,0.0,0.0,0.0,0.0,0.45781156,0.11689114,0.021389456,0.0,0.0
PKIG,0.0,0.0,0.0,0.93347645,1.3689471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16020918
YWHAB,0.08354412,0.024559775,0.303624,0.2960247,0.18414198,0.2086633,0.19198002,0.31391692,0.4254599,0.4169118,0.2652095,0.14096214,0.0
DNTTIP1,0.016031874,0.16422911,0.12785868,0.12994619,0.0,0.0,0.26794448,0.10992859,0.0,0.12658551,0.258179,0.2850534,0.028134823
UBE2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040969677,0.0,0.0,0.0,0.16422229,0.14332253
MMP9,0.0,0.101208836,0.0,0.0,0.0,0.04995629,0.0,0.0,0.0,0.0061228527,0.039835032,0.02060886,0.0
LINC00494,0.0,0.0,0.0,0.13536645,0.11146857,0.0,0.0,0.04117865,0.0,0.0,0.0,0.03253406,0.0
STAU1,0.17910919,0.0,0.0,0.13257109,0.26340196,0.014896398,0.19917813,0.045842554,0.2805445,0.17522085,0.073347144,0.0,0.0043527246
CEBPB,0.070028126,0.0,0.21296273,0.018813921,0.09276756,0.073137015,0.93026775,0.12831542,0.11833444,0.09021882,0.7303451,0.02978029,0.0015061874
KCNG1,0.0,0.0,0.0,0.7857607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061448026
ATP9A,0.0,0.0,0.0,0.003784584,0.06126224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43960038
FAM210B,0.098596334,0.055827282,0.08863794,0.0032505668,0.0,0.09706314,0.10161706,0.0,0.05384351,0.0,0.043314654,0.35421646,0.0
RTFDC1,0.057836242,0.056783743,0.25223938,0.2683088,0.225709,0.3946176,0.27001798,0.22862338,0.25399953,0.21491179,0.25211668,0.028916243,0.07813327
ZBP1,0.78064823,0.05865594,0.0,0.039905213,0.1859868,0.0,0.0,0.25426382,0.011812965,0.14456053,0.0,0.04650172,0.0
PMEPA1,0.0,0.1005038,0.00053128664,0.16883704,0.022491898,0.0,0.0,0.0,0.14406388,0.0,0.0,0.0,0.0
STX16,0.00496539,0.17890026,0.5889545,0.08707257,0.19248657,0.023734175,0.12132442,0.14485349,0.0,0.21759,0.07115542,0.04781284,0.01939222
TUBB1,0.0,0.040702567,0.07440178,0.0,0.0,0.0,0.0,0.0,0.006789848,0.0,0.0,0.02536771,1.5649029
PSMA7,0.06707424,0.0,0.29848558,0.25457937,0.1162917,0.07728064,0.22681902,0.42892364,0.3269561,0.40910795,0.4818177,0.098426305,0.005538539
DIDO1,0.0,0.0,0.0,0.040372193,0.24408983,0.31313285,0.0,0.010852305,0.0,0.29273722,0.0,0.42959175,0.0
